caseNumber,caseLabel,profileIndex,velocityProfile,observedDepth_m,wavelength_m,initialPlanarVelocity_mps,nAdmissibleRoots,shallowOrSoleRoot_m,selectedDeepOrSoleRoot_m,allRoots_m
5,R5,13,linear,2.33125527932316,4.86966747429999,2.2589872882379,0,NaN,NaN,
5,R5,14,linear,2.34168349496031,5.02983399342001,2.25934098039052,0,NaN,NaN,
5,R5,15,linear,2.33626649728103,5.41755864506463,2.13855605771321,0,NaN,NaN,
5,R5,16,linear,2.32893058246736,5.554291216315,2.22841775242438,0,NaN,NaN,
5,R5,17,linear,2.31726392092787,4.92178318691033,2.19871818900508,0,NaN,NaN,
5,R5,18,linear,2.27616398176087,4.2583046180379,1.93543341565877,0,NaN,NaN,
5,R5,19,linear,2.20645801170031,4.19183232201069,2.34818285388119,0,NaN,NaN,
5,R5,20,linear,2.13675204163701,3.95841990821348,1.98580038834834,0,NaN,NaN,
5,R5,21,linear,2.05726603179028,4.41849835910066,2.13430551435226,0,NaN,NaN,
5,R5,1,power,1.52250390872359,NaN,0.624837624806102,0,NaN,NaN,
5,R5,2,power,1.53419777380714,NaN,1.56110305850425,0,NaN,NaN,
5,R5,3,power,1.68619781563757,3.74253100363458,1.56653275434209,0,NaN,NaN,
5,R5,4,power,1.77421216742277,NaN,1.78614937743216,0,NaN,NaN,
5,R5,5,power,1.71787854815648,NaN,1.8817020564275,0,NaN,NaN,
5,R5,6,power,1.66154521583121,3.48279888728093,2.08677717018377,0,NaN,NaN,
5,R5,7,power,1.77070409198859,3.7383691075253,2.15097598588866,0,NaN,NaN,
5,R5,8,power,2.19876843944803,3.62223398174553,2.26994422490364,0,NaN,NaN,
5,R5,9,power,2.1731434504436,3.95355554167957,2.2339206425839,0,NaN,NaN,
5,R5,10,power,2.18520289456774,4.21299425162799,2.32539971359243,0,NaN,NaN,
5,R5,11,power,2.23388723016888,4.48578972464875,2.1861040068803,0,NaN,NaN,
5,R5,12,power,2.28257124356969,4.50369931070567,2.18366608557733,0,NaN,NaN,
5,R5,13,power,2.33125527932316,4.86966747429999,2.2589872882379,0,NaN,NaN,
5,R5,14,power,2.34168349496031,5.02983399342001,2.25934098039052,0,NaN,NaN,
5,R5,15,power,2.33626649728103,5.41755864506463,2.13855605771321,0,NaN,NaN,
5,R5,16,power,2.32893058246736,5.554291216315,2.22841775242438,0,NaN,NaN,
5,R5,17,power,2.31726392092787,4.92178318691033,2.19871818900508,0,NaN,NaN,
5,R5,18,power,2.27616398176087,4.2583046180379,1.93543341565877,0,NaN,NaN,
5,R5,19,power,2.20645801170031,4.19183232201069,2.34818285388119,0,NaN,NaN,
5,R5,20,power,2.13675204163701,3.95841990821348,1.98580038834834,0,NaN,NaN,
5,R5,21,power,2.05726603179028,4.41849835910066,2.13430551435226,0,NaN,NaN,
6,R6,1,uniform,1.43336051966799,NaN,0.624729634696671,0,NaN,NaN,
6,R6,2,uniform,1.40633229421564,NaN,1.48759485711798,0,NaN,NaN,
6,R6,3,uniform,1.55833222892579,2.90444911166386,1.62418502680679,1,0.307417958009223,0.307417958009223,0.307417958009223
6,R6,4,uniform,1.68618423638509,3.15779836782784,1.76160369373005,1,0.372116713852245,0.372116713852245,0.372116713852245
6,R6,5,uniform,1.62985044228844,3.20464481005733,1.85946594833292,1,0.433488342270274,0.433488342270274,0.433488342270274
6,R6,6,uniform,1.57351746649147,3.36776051503356,1.84631947469482,1,0.413976614125372,0.413976614125372,0.413976614125372
6,R6,7,uniform,1.57964041065497,3.08487979356115,1.99282546736981,1,0.574809228688455,0.574809228688455,0.574809228688455
6,R6,8,uniform,2.06214020341758,3.20531816762057,2.01198577851353,1,0.57326891116835,0.57326891116835,0.57326891116835
6,R6,9,uniform,2.07924368410568,3.28971085400855,2.06257053914956,1,0.619128226734849,0.619128226734849,0.619128226734849
6,R6,10,uniform,2.07709383392557,3.18372269912856,2.09459236020782,1,0.702989353697642,0.702989353697642,0.702989353697642
6,R6,11,uniform,2.1257778130057,3.11268495760921,2.09492580996473,1,0.737339367550674,0.737339367550674,0.737339367550674
6,R6,12,uniform,2.17446178905902,3.29250326174596,2.26384636512095,1,1.69763209859232,1.69763209859232,1.69763209859232
6,R6,13,uniform,2.22314604919757,3.1896950931696,2.30800807945912,0,NaN,NaN,
6,R6,14,uniform,2.24391908306279,3.6124685408489,2.2251285306231,1,0.78548677159055,0.78548677159055,0.78548677159055
6,R6,15,uniform,2.23850228987703,2.81088051154886,2.20296631111387,0,NaN,NaN,
6,R6,16,uniform,2.23236165217168,2.79623874543531,2.19603112647031,0,NaN,NaN,
6,R6,17,uniform,2.22069465717595,2.67936358550865,2.27598180474127,0,NaN,NaN,
6,R6,18,uniform,2.19069301706804,2.80715656317589,2.35184857262069,0,NaN,NaN,
6,R6,19,uniform,2.12098704700657,2.85048634915564,2.23223107268599,0,NaN,NaN,
6,R6,20,uniform,2.05128109379257,2.9961022125341,2.29158784397211,0,NaN,NaN,
6,R6,21,uniform,1.98157512373291,2.80196560742168,2.12381394867017,0,NaN,NaN,
6,R6,1,linear,1.43336051966799,NaN,0.624729634696671,0,NaN,NaN,
6,R6,2,linear,1.40633229421564,NaN,1.48759485711798,0,NaN,NaN,
6,R6,3,linear,1.55833222892579,2.90444911166386,1.62418502680679,0,NaN,NaN,
6,R6,4,linear,1.68618423638509,3.15779836782784,1.76160369373005,0,NaN,NaN,
6,R6,5,linear,1.62985044228844,3.20464481005733,1.85946594833292,0,NaN,NaN,
6,R6,6,linear,1.57351746649147,3.36776051503356,1.84631947469482,0,NaN,NaN,
6,R6,7,linear,1.57964041065497,3.08487979356115,1.99282546736981,0,NaN,NaN,
6,R6,8,linear,2.06214020341758,3.20531816762057,2.01198577851353,0,NaN,NaN,
6,R6,9,linear,2.07924368410568,3.28971085400855,2.06257053914956,0,NaN,NaN,
6,R6,10,linear,2.07709383392557,3.18372269912856,2.09459236020782,0,NaN,NaN,
6,R6,11,linear,2.1257778130057,3.11268495760921,2.09492580996473,0,NaN,NaN,
6,R6,12,linear,2.17446178905902,3.29250326174596,2.26384636512095,1,0.536779445428522,0.536779445428522,0.536779445428522
6,R6,13,linear,2.22314604919757,3.1896950931696,2.30800807945912,2,0.644978479618486,2.33295456840536,0.644978479618486;2.33295456840536
6,R6,14,linear,2.24391908306279,3.6124685408489,2.2251285306231,0,NaN,NaN,
6,R6,15,linear,2.23850228987703,2.81088051154886,2.20296631111387,2,0.673382736079645,1.33003147937467,0.673382736079645;1.33003147937467
6,R6,16,linear,2.23236165217168,2.79623874543531,2.19603112647031,2,0.664867770950757,1.3417861466787,0.664867770950757;1.3417861466787
6,R6,17,linear,2.22069465717595,2.67936358550865,2.27598180474127,0,NaN,NaN,
6,R6,18,linear,2.19069301706804,2.80715656317589,2.35184857262069,0,NaN,NaN,
6,R6,19,linear,2.12098704700657,2.85048634915564,2.23223107268599,2,0.764366302859223,1.12589502271366,0.764366302859223;1.12589502271366
6,R6,20,linear,2.05128109379257,2.9961022125341,2.29158784397211,2,0.83499499298383,1.1237555108801,0.83499499298383;1.1237555108801
6,R6,21,linear,1.98157512373291,2.80196560742168,2.12381394867017,2,0.500231409772443,4.44737830874116,0.500231409772443;4.44737830874116
6,R6,1,power,1.43336051966799,NaN,0.624729634696671,0,NaN,NaN,
6,R6,2,power,1.40633229421564,NaN,1.48759485711798,0,NaN,NaN,
6,R6,3,power,1.55833222892579,2.90444911166386,1.62418502680679,0,NaN,NaN,
6,R6,4,power,1.68618423638509,3.15779836782784,1.76160369373005,0,NaN,NaN,
6,R6,5,power,1.62985044228844,3.20464481005733,1.85946594833292,0,NaN,NaN,
6,R6,6,power,1.57351746649147,3.36776051503356,1.84631947469482,0,NaN,NaN,
6,R6,7,power,1.57964041065497,3.08487979356115,1.99282546736981,0,NaN,NaN,
6,R6,8,power,2.06214020341758,3.20531816762057,2.01198577851353,0,NaN,NaN,
6,R6,9,power,2.07924368410568,3.28971085400855,2.06257053914956,0,NaN,NaN,
6,R6,10,power,2.07709383392557,3.18372269912856,2.09459236020782,0,NaN,NaN,
6,R6,11,power,2.1257778130057,3.11268495760921,2.09492580996473,0,NaN,NaN,
6,R6,12,power,2.17446178905902,3.29250326174596,2.26384636512095,0,NaN,NaN,
6,R6,13,power,2.22314604919757,3.1896950931696,2.30800807945912,2,0.648975015056173,1.600143966089,0.648975015056173;1.600143966089
6,R6,14,power,2.24391908306279,3.6124685408489,2.2251285306231,0,NaN,NaN,
6,R6,15,power,2.23850228987703,2.81088051154886,2.20296631111387,0,NaN,NaN,
6,R6,16,power,2.23236165217168,2.79623874543531,2.19603112647031,0,NaN,NaN,
6,R6,17,power,2.22069465717595,2.67936358550865,2.27598180474127,0,NaN,NaN,
6,R6,18,power,2.19069301706804,2.80715656317589,2.35184857262069,0,NaN,NaN,
6,R6,19,power,2.12098704700657,2.85048634915564,2.23223107268599,0,NaN,NaN,
6,R6,20,power,2.05128109379257,2.9961022125341,2.29158784397211,0,NaN,NaN,
6,R6,21,power,1.98157512373291,2.80196560742168,2.12381394867017,2,0.486817214924112,2.82317519328872,0.486817214924112;2.82317519328872
7,R7,1,uniform,1.2828291201813,NaN,0.534084733819012,0,NaN,NaN,
7,R7,2,uniform,1.40148647677688,NaN,1.60882298230609,0,NaN,NaN,
7,R7,3,uniform,1.55348647066057,NaN,1.69180406744835,0,NaN,NaN,
7,R7,4,uniform,1.53145608932755,3.0867655273103,1.70407255282161,1,0.342448222222867,0.342448222222867,0.342448222222867
7,R7,5,uniform,1.47512234629266,3.08303279559798,1.76621762974715,1,0.378769309757998,0.378769309757998,0.378769309757998
7,R7,6,uniform,1.41878937049569,3.05784061974365,1.81912076367968,1,0.415579806872288,0.415579806872288,0.415579806872288
7,R7,7,uniform,1.81256818461497,3.11366388810866,1.88705846656747,1,0.46287851232641,0.46287851232641,0.46287851232641
7,R7,8,uniform,1.97223316721011,3.13204307018311,1.94235010587671,1,0.510427266182754,0.510427266182754,0.510427266182754
7,R7,9,uniform,1.94923428208222,3.03153739767188,2.15350722955603,1,1.10582051532357,1.10582051532357,1.10582051532357
7,R7,10,uniform,1.99791849395478,2.99161334962942,2.08397327410293,1,0.788796762089296,0.788796762089296,0.788796762089296
7,R7,11,uniform,2.0466025354981,3.13551167074559,1.93228907537145,1,0.500306799947611,0.500306799947611,0.500306799947611
7,R7,12,uniform,2.0952873042379,3.11577271061707,2.18594207562052,1,1.16880089180149,1.16880089180149,1.16880089180149
7,R7,13,uniform,2.13123913901563,3.32852221763777,2.03402931875469,1,0.5762867637702,0.5762867637702,0.5762867637702
7,R7,14,uniform,2.12582214133454,3.37443056013188,2.11566117528446,1,0.673759784127386,0.673759784127386,0.673759784127386
7,R7,15,uniform,2.1204053764659,3.15062160006469,1.91291493063043,1,0.480914854400339,0.480914854400339,0.480914854400339
7,R7,16,uniform,2.10976822708199,2.94857268558709,1.97207375379302,1,0.580756420352041,0.580756420352041,0.580756420352041
7,R7,17,uniform,2.09604969425527,2.83617644511274,1.9480540543206,1,0.578594107275699,0.578594107275699,0.578594107275699
7,R7,18,uniform,2.0263444914408,2.83828976042338,1.93614401488668,1,0.560830665900748,0.560830665900748,0.560830665900748
7,R7,19,uniform,1.9566385213775,3.1148920140741,2.03706741000785,1,0.628564552788981,0.628564552788981,0.628564552788981
7,R7,20,uniform,1.88693244560636,3.00327739431807,2.08549391415741,1,0.784029769331066,0.784029769331066,0.784029769331066
7,R7,21,uniform,1.75922343185539,3.1304502386924,2.1303346594612,1,0.820815843594368,0.820815843594368,0.820815843594368
7,R7,1,linear,1.2828291201813,NaN,0.534084733819012,0,NaN,NaN,
7,R7,2,linear,1.40148647677688,NaN,1.60882298230609,0,NaN,NaN,
7,R7,3,linear,1.55348647066057,NaN,1.69180406744835,0,NaN,NaN,
7,R7,4,linear,1.53145608932755,3.0867655273103,1.70407255282161,0,NaN,NaN,
7,R7,5,linear,1.47512234629266,3.08303279559798,1.76621762974715,0,NaN,NaN,
7,R7,6,linear,1.41878937049569,3.05784061974365,1.81912076367968,0,NaN,NaN,
7,R7,7,linear,1.81256818461497,3.11366388810866,1.88705846656747,0,NaN,NaN,
7,R7,8,linear,1.97223316721011,3.13204307018311,1.94235010587671,0,NaN,NaN,
7,R7,9,linear,1.94923428208222,3.03153739767188,2.15350722955603,1,0.474060005384782,0.474060005384782,0.474060005384782
7,R7,10,linear,1.99791849395478,2.99161334962942,2.08397327410293,0,NaN,NaN,
7,R7,11,linear,2.0466025354981,3.13551167074559,1.93228907537145,0,NaN,NaN,
7,R7,12,linear,2.0952873042379,3.11577271061707,2.18594207562052,1,0.490073304051091,0.490073304051091,0.490073304051091
7,R7,13,linear,2.13123913901563,3.32852221763777,2.03402931875469,0,NaN,NaN,
7,R7,14,linear,2.12582214133454,3.37443056013188,2.11566117528446,0,NaN,NaN,
7,R7,15,linear,2.1204053764659,3.15062160006469,1.91291493063043,0,NaN,NaN,
7,R7,16,linear,2.10976822708199,2.94857268558709,1.97207375379302,0,NaN,NaN,
7,R7,17,linear,2.09604969425527,2.83617644511274,1.9480540543206,0,NaN,NaN,
7,R7,18,linear,2.0263444914408,2.83828976042338,1.93614401488668,0,NaN,NaN,
7,R7,19,linear,1.9566385213775,3.1148920140741,2.03706741000785,0,NaN,NaN,
7,R7,20,linear,1.88693244560636,3.00327739431807,2.08549391415741,0,NaN,NaN,
7,R7,21,linear,1.75922343185539,3.1304502386924,2.1303346594612,0,NaN,NaN,
7,R7,1,power,1.2828291201813,NaN,0.534084733819012,0,NaN,NaN,
7,R7,2,power,1.40148647677688,NaN,1.60882298230609,0,NaN,NaN,
7,R7,3,power,1.55348647066057,NaN,1.69180406744835,0,NaN,NaN,
7,R7,4,power,1.53145608932755,3.0867655273103,1.70407255282161,0,NaN,NaN,
7,R7,5,power,1.47512234629266,3.08303279559798,1.76621762974715,0,NaN,NaN,
7,R7,6,power,1.41878937049569,3.05784061974365,1.81912076367968,0,NaN,NaN,
7,R7,7,power,1.81256818461497,3.11366388810866,1.88705846656747,0,NaN,NaN,
7,R7,8,power,1.97223316721011,3.13204307018311,1.94235010587671,0,NaN,NaN,
7,R7,9,power,1.94923428208222,3.03153739767188,2.15350722955603,0,NaN,NaN,
7,R7,10,power,1.99791849395478,2.99161334962942,2.08397327410293,0,NaN,NaN,
7,R7,11,power,2.0466025354981,3.13551167074559,1.93228907537145,0,NaN,NaN,
7,R7,12,power,2.0952873042379,3.11577271061707,2.18594207562052,0,NaN,NaN,
7,R7,13,power,2.13123913901563,3.32852221763777,2.03402931875469,0,NaN,NaN,
7,R7,14,power,2.12582214133454,3.37443056013188,2.11566117528446,0,NaN,NaN,
7,R7,15,power,2.1204053764659,3.15062160006469,1.91291493063043,0,NaN,NaN,
7,R7,16,power,2.10976822708199,2.94857268558709,1.97207375379302,0,NaN,NaN,
7,R7,17,power,2.09604969425527,2.83617644511274,1.9480540543206,0,NaN,NaN,
7,R7,18,power,2.0263444914408,2.83828976042338,1.93614401488668,0,NaN,NaN,
7,R7,19,power,1.9566385213775,3.1148920140741,2.03706741000785,0,NaN,NaN,
7,R7,20,power,1.88693244560636,3.00327739431807,2.08549391415741,0,NaN,NaN,
7,R7,21,power,1.75922343185539,3.1304502386924,2.1303346594612,0,NaN,NaN,
8,R8,1,uniform,1.22178417371015,NaN,0.949804547572812,0,NaN,NaN,
8,R8,2,uniform,1.37378440323482,NaN,1.46593544510972,0,NaN,NaN,
8,R8,3,uniform,1.45487176232928,3.35612939396517,1.56738475758367,1,0.271647290939344,0.271647290939344,0.271647290939344
8,R8,4,uniform,1.39853876767393,3.54230803141535,1.60674999090317,1,0.285238800627028,0.285238800627028,0.285238800627028
8,R8,5,uniform,1.34220579187695,3.12466839964059,1.64479578572088,1,0.310759840700352,0.310759840700352,0.310759840700352
8,R8,6,uniform,1.46927934227642,2.9635390770797,1.65300495442558,1,0.320005075696048,0.320005075696048,0.320005075696048
8,R8,7,uniform,1.88044933646233,3.16271090253995,1.73514876846503,1,0.356598342800027,0.356598342800027,0.356598342800027
8,R8,8,uniform,1.85482434745791,3.10076608664489,1.96409387277156,1,0.537821144634852,0.537821144634852,0.537821144634852
8,R8,9,uniform,1.86935434153474,3.46239305172913,1.95057154412693,1,0.482056642686374,0.482056642686374,0.482056642686374
8,R8,10,uniform,1.91803832214646,3.63703247099287,1.87078358773591,1,0.416200131030537,0.416200131030537,0.416200131030537
8,R8,11,uniform,1.96672337679684,NaN,1.66422708976102,0,NaN,NaN,
8,R8,12,uniform,2.01540735590152,5.09006973550527,1.67915768348482,1,0.300468192016482,0.300468192016482,0.300468192016482
8,R8,13,uniform,2.02403596487147,2.23773327892437,1.67068639178036,1,0.390135062438889,0.390135062438889,0.390135062438889
8,R8,14,uniform,2.01861994836872,3.82835907703229,1.69774414499881,1,0.320401264027098,0.320401264027098,0.320401264027098
8,R8,15,uniform,2.01107559637785,2.55468687996694,1.74570738830876,1,0.408935966285799,0.408935966285799,0.408935966285799
8,R8,16,uniform,1.99940860138213,2.53004509289002,1.7904292377058,1,0.455534885122931,0.455534885122931,0.455534885122931
8,R8,17,uniform,1.95637871374493,2.47004726568851,1.83487491585957,1,0.528909690889751,0.528909690889751,0.528909690889751
8,R8,18,uniform,1.88667372484815,2.69001217782042,1.90348459879731,1,0.558123930091223,0.558123930091223,0.558123930091223
8,R8,19,uniform,1.81696777102934,2.5269472453123,2.03178685847258,0,NaN,NaN,
8,R8,20,uniform,1.73444621860926,2.52520688403061,2.01405567294385,0,NaN,NaN,
8,R8,21,uniform,1.57344628777173,2.69524801922924,1.70135186283405,1,0.36197139104715,0.36197139104715,0.36197139104715
8,R8,1,linear,1.22178417371015,NaN,0.949804547572812,0,NaN,NaN,
8,R8,2,linear,1.37378440323482,NaN,1.46593544510972,0,NaN,NaN,
8,R8,3,linear,1.45487176232928,3.35612939396517,1.56738475758367,0,NaN,NaN,
8,R8,4,linear,1.39853876767393,3.54230803141535,1.60674999090317,0,NaN,NaN,
8,R8,5,linear,1.34220579187695,3.12466839964059,1.64479578572088,0,NaN,NaN,
8,R8,6,linear,1.46927934227642,2.9635390770797,1.65300495442558,0,NaN,NaN,
8,R8,7,linear,1.88044933646233,3.16271090253995,1.73514876846503,0,NaN,NaN,
8,R8,8,linear,1.85482434745791,3.10076608664489,1.96409387277156,0,NaN,NaN,
8,R8,9,linear,1.86935434153474,3.46239305172913,1.95057154412693,0,NaN,NaN,
8,R8,10,linear,1.91803832214646,3.63703247099287,1.87078358773591,0,NaN,NaN,
8,R8,11,linear,1.96672337679684,NaN,1.66422708976102,0,NaN,NaN,
8,R8,12,linear,2.01540735590152,5.09006973550527,1.67915768348482,0,NaN,NaN,
8,R8,13,linear,2.02403596487147,2.23773327892437,1.67068639178036,0,NaN,NaN,
8,R8,14,linear,2.01861994836872,3.82835907703229,1.69774414499881,0,NaN,NaN,
8,R8,15,linear,2.01107559637785,2.55468687996694,1.74570738830876,0,NaN,NaN,
8,R8,16,linear,1.99940860138213,2.53004509289002,1.7904292377058,0,NaN,NaN,
8,R8,17,linear,1.95637871374493,2.47004726568851,1.83487491585957,0,NaN,NaN,
8,R8,18,linear,1.88667372484815,2.69001217782042,1.90348459879731,0,NaN,NaN,
8,R8,19,linear,1.81696777102934,2.5269472453123,2.03178685847258,2,0.472180298181476,2.7270890807061,0.472180298181476;2.7270890807061
8,R8,20,linear,1.73444621860926,2.52520688403061,2.01405567294385,2,0.447996924510482,4.30498561027002,0.447996924510482;4.30498561027002
8,R8,21,linear,1.57344628777173,2.69524801922924,1.70135186283405,0,NaN,NaN,
8,R8,1,power,1.22178417371015,NaN,0.949804547572812,0,NaN,NaN,
8,R8,2,power,1.37378440323482,NaN,1.46593544510972,0,NaN,NaN,
8,R8,3,power,1.45487176232928,3.35612939396517,1.56738475758367,0,NaN,NaN,
8,R8,4,power,1.39853876767393,3.54230803141535,1.60674999090317,0,NaN,NaN,
8,R8,5,power,1.34220579187695,3.12466839964059,1.64479578572088,0,NaN,NaN,
8,R8,6,power,1.46927934227642,2.9635390770797,1.65300495442558,0,NaN,NaN,
8,R8,7,power,1.88044933646233,3.16271090253995,1.73514876846503,0,NaN,NaN,
8,R8,8,power,1.85482434745791,3.10076608664489,1.96409387277156,0,NaN,NaN,
8,R8,9,power,1.86935434153474,3.46239305172913,1.95057154412693,0,NaN,NaN,
8,R8,10,power,1.91803832214646,3.63703247099287,1.87078358773591,0,NaN,NaN,
8,R8,11,power,1.96672337679684,NaN,1.66422708976102,0,NaN,NaN,
8,R8,12,power,2.01540735590152,5.09006973550527,1.67915768348482,0,NaN,NaN,
8,R8,13,power,2.02403596487147,2.23773327892437,1.67068639178036,0,NaN,NaN,
8,R8,14,power,2.01861994836872,3.82835907703229,1.69774414499881,0,NaN,NaN,
8,R8,15,power,2.01107559637785,2.55468687996694,1.74570738830876,0,NaN,NaN,
8,R8,16,power,1.99940860138213,2.53004509289002,1.7904292377058,0,NaN,NaN,
8,R8,17,power,1.95637871374493,2.47004726568851,1.83487491585957,0,NaN,NaN,
8,R8,18,power,1.88667372484815,2.69001217782042,1.90348459879731,0,NaN,NaN,
8,R8,19,power,1.81696777102934,2.5269472453123,2.03178685847258,2,0.463874408540278,1.80002321752667,0.463874408540278;1.80002321752667
8,R8,20,power,1.73444621860926,2.52520688403061,2.01405567294385,2,0.435510426902116,2.71716078040361,0.435510426902116;2.71716078040361
8,R8,21,power,1.57344628777173,2.69524801922924,1.70135186283405,0,NaN,NaN,
9,R9,1,uniform,1.32476992981265,1.01947925487589,1.05802301559754,1,0.141696553519468,0.141696553519468,0.141696553519468
9,R9,2,uniform,1.26843692591501,2.07654150297794,1.14433358327963,1,0.141539577167148,0.141539577167148,0.141539577167148
9,R9,3,uniform,1.21210394517129,2.19933448856881,1.17805834227925,1,0.150007072780771,0.150007072780771,0.150007072780771
9,R9,4,uniform,1.43644330144707,2.48509291621096,1.24923920420973,1,0.168584097744795,0.168584097744795,0.168584097744795
9,R9,5,uniform,1.75589118908556,2.37710110341522,1.35828061344145,1,0.206332993422709,0.206332993422709,0.206332993422709
9,R9,6,uniform,1.73026620010296,2.24794775499228,1.45539347790545,1,0.249938396887634,0.249938396887634,0.249938396887634
9,R9,7,uniform,1.75820926777487,2.07835610677876,1.62484804653144,1,0.376247767712134,0.376247767712134,0.376247767712134
9,R9,8,uniform,1.80689334312228,1.98558599273301,1.55525922583844,1,0.330493873742607,0.330493873742607,0.330493873742607
9,R9,9,uniform,1.85557827772391,1.72615630046754,1.58234449758686,1,0.453473775320987,0.453473775320987,0.453473775320987
9,R9,10,uniform,1.9042623012856,1.74110243816488,1.54262265415222,1,0.375576374008044,0.375576374008044,0.375576374008044
9,R9,11,uniform,1.90312520101816,2.0874475880725,1.54167413761115,1,0.307978460888782,0.307978460888782,0.307978460888782
9,R9,12,uniform,1.89770915844565,2.31682299667992,1.52055740868303,1,0.27901690843915,0.27901690843915,0.27901690843915
9,R9,13,uniform,1.88903663362089,NaN,1.57700659344255,0,NaN,NaN,
9,R9,14,uniform,1.87736963862517,2.02489831946024,1.54479708275582,1,0.317105825964056,0.317105825964056,0.317105825964056
9,R9,15,uniform,1.82386303956628,2.06121116760941,1.63050290131217,1,0.385639035091554,0.385639035091554,0.385639035091554
9,R9,16,uniform,1.75415801895087,1.88899646617987,1.65516798179347,1,0.495962900747409,0.495962900747409,0.495962900747409
9,R9,17,uniform,1.68445196166249,1.77182355156182,1.71071301707283,0,NaN,NaN,
9,R9,18,uniform,1.58545076683095,1.84841172365107,1.74786690837893,0,NaN,NaN,
9,R9,19,uniform,1.42445083599159,1.80524538551403,1.65968954487558,1,0.641176883728375,0.641176883728375,0.641176883728375
9,R9,20,uniform,1.35287961033282,1.64051954085062,1.67726472967007,0,NaN,NaN,
9,R9,21,uniform,1.47057175825739,1.80766438684721,1.64343221491385,1,0.548803991814557,0.548803991814557,0.548803991814557
9,R9,1,linear,1.32476992981265,1.01947925487589,1.05802301559754,0,NaN,NaN,
9,R9,2,linear,1.26843692591501,2.07654150297794,1.14433358327963,0,NaN,NaN,
9,R9,3,linear,1.21210394517129,2.19933448856881,1.17805834227925,0,NaN,NaN,
9,R9,4,linear,1.43644330144707,2.48509291621096,1.24923920420973,0,NaN,NaN,
9,R9,5,linear,1.75589118908556,2.37710110341522,1.35828061344145,0,NaN,NaN,
9,R9,6,linear,1.73026620010296,2.24794775499228,1.45539347790545,0,NaN,NaN,
9,R9,7,linear,1.75820926777487,2.07835610677876,1.62484804653144,0,NaN,NaN,
9,R9,8,linear,1.80689334312228,1.98558599273301,1.55525922583844,0,NaN,NaN,
9,R9,9,linear,1.85557827772391,1.72615630046754,1.58234449758686,0,NaN,NaN,
9,R9,10,linear,1.9042623012856,1.74110243816488,1.54262265415222,0,NaN,NaN,
9,R9,11,linear,1.90312520101816,2.0874475880725,1.54167413761115,0,NaN,NaN,
9,R9,12,linear,1.89770915844565,2.31682299667992,1.52055740868303,0,NaN,NaN,
9,R9,13,linear,1.88903663362089,NaN,1.57700659344255,0,NaN,NaN,
9,R9,14,linear,1.87736963862517,2.02489831946024,1.54479708275582,0,NaN,NaN,
9,R9,15,linear,1.82386303956628,2.06121116760941,1.63050290131217,0,NaN,NaN,
9,R9,16,linear,1.75415801895087,1.88899646617987,1.65516798179347,0,NaN,NaN,
9,R9,17,linear,1.68445196166249,1.77182355156182,1.71071301707283,2,0.343631185704212,1.54723071584553,0.343631185704212;1.54723071584553
9,R9,18,linear,1.58545076683095,1.84841172365107,1.74786690837893,2,0.35934161370787,1.59572158820996,0.35934161370787;1.59572158820996
9,R9,19,linear,1.42445083599159,1.80524538551403,1.65968954487558,0,NaN,NaN,
9,R9,20,linear,1.35287961033282,1.64051954085062,1.67726472967007,2,0.376065616644478,0.847036987432381,0.376065616644478;0.847036987432381
9,R9,21,linear,1.47057175825739,1.80766438684721,1.64343221491385,0,NaN,NaN,
9,R9,1,power,1.32476992981265,1.01947925487589,1.05802301559754,0,NaN,NaN,
9,R9,2,power,1.26843692591501,2.07654150297794,1.14433358327963,0,NaN,NaN,
9,R9,3,power,1.21210394517129,2.19933448856881,1.17805834227925,0,NaN,NaN,
9,R9,4,power,1.43644330144707,2.48509291621096,1.24923920420973,0,NaN,NaN,
9,R9,5,power,1.75589118908556,2.37710110341522,1.35828061344145,0,NaN,NaN,
9,R9,6,power,1.73026620010296,2.24794775499228,1.45539347790545,0,NaN,NaN,
9,R9,7,power,1.75820926777487,2.07835610677876,1.62484804653144,0,NaN,NaN,
9,R9,8,power,1.80689334312228,1.98558599273301,1.55525922583844,0,NaN,NaN,
9,R9,9,power,1.85557827772391,1.72615630046754,1.58234449758686,0,NaN,NaN,
9,R9,10,power,1.9042623012856,1.74110243816488,1.54262265415222,0,NaN,NaN,
9,R9,11,power,1.90312520101816,2.0874475880725,1.54167413761115,0,NaN,NaN,
9,R9,12,power,1.89770915844565,2.31682299667992,1.52055740868303,0,NaN,NaN,
9,R9,13,power,1.88903663362089,NaN,1.57700659344255,0,NaN,NaN,
9,R9,14,power,1.87736963862517,2.02489831946024,1.54479708275582,0,NaN,NaN,
9,R9,15,power,1.82386303956628,2.06121116760941,1.63050290131217,0,NaN,NaN,
9,R9,16,power,1.75415801895087,1.88899646617987,1.65516798179347,0,NaN,NaN,
9,R9,17,power,1.68445196166249,1.77182355156182,1.71071301707283,2,0.340917239591709,1.04580201897843,0.340917239591709;1.04580201897843
9,R9,18,power,1.58545076683095,1.84841172365107,1.74786690837893,2,0.356746667696079,1.07985452849656,0.356746667696079;1.07985452849656
9,R9,19,power,1.42445083599159,1.80524538551403,1.65968954487558,0,NaN,NaN,
9,R9,20,power,1.35287961033282,1.64051954085062,1.67726472967007,2,0.422950529279916,0.545329889003954,0.422950529279916;0.545329889003954
